timestamp,open,high,low,close
2021-08-01 21:00:00,1.1868249999999998,1.187005,1.186555,1.186575
2021-08-01 22:00:00,1.186575,1.18697,1.186275,1.18683
2021-08-01 23:00:00,1.18683,1.186825,1.18621,1.18663
2021-08-02 00:00:00,1.18663,1.187125,1.18626,1.1869
2021-08-02 01:00:00,1.1869,1.18699,1.18609,1.18624
2021-08-02 02:00:00,1.18624,1.187155,1.185895,1.187135
2021-08-02 03:00:00,1.187135,1.1873,1.1869049999999999,1.1871399999999999
2021-08-02 04:00:00,1.1871399999999999,1.18735,1.187035,1.1870500000000002
2021-08-02 05:00:00,1.1870500000000002,1.18754,1.186615,1.187195
2021-08-02 06:00:00,1.187195,1.188415,1.1864249999999998,1.1882700000000002
2021-08-02 07:00:00,1.1882700000000002,1.18875,1.18787,1.188135
2021-08-02 08:00:00,1.188135,1.18885,1.187835,1.1884700000000001
2021-08-02 09:00:00,1.1884700000000001,1.1895799999999999,1.1881300000000001,1.189545
2021-08-02 10:00:00,1.189545,1.1897,1.188665,1.18909
2021-08-02 11:00:00,1.18909,1.189275,1.1880549999999999,1.18898
2021-08-02 12:00:00,1.18898,1.1890399999999999,1.1871399999999999,1.187295
2021-08-02 13:00:00,1.187295,1.18878,1.187255,1.18807
2021-08-02 14:00:00,1.18807,1.188925,1.187605,1.18785
2021-08-02 15:00:00,1.18785,1.188585,1.187225,1.1872850000000001
2021-08-02 16:00:00,1.1872850000000001,1.18733,1.186665,1.18696
2021-08-02 17:00:00,1.18696,1.18699,1.18652,1.186825
2021-08-02 18:00:00,1.186825,1.1873749999999998,1.18672,1.1873749999999998
2021-08-02 19:00:00,1.1873749999999998,1.1875200000000001,1.18662,1.18709
2021-08-02 20:00:00,1.18709,1.18729,1.186755,1.1869049999999999
2021-08-02 21:00:00,1.1869049999999999,1.18749,1.18676,1.187045
2021-08-02 22:00:00,1.187045,1.187605,1.186995,1.187395
2021-08-02 23:00:00,1.187395,1.187505,1.187225,1.187405
2021-08-03 00:00:00,1.187405,1.187865,1.18704,1.187185
2021-08-03 01:00:00,1.187185,1.187625,1.18681,1.187495
2021-08-03 02:00:00,1.187495,1.1876950000000002,1.187025,1.18708
2021-08-03 03:00:00,1.18708,1.187575,1.18702,1.18746
2021-08-03 04:00:00,1.18746,1.18826,1.187435,1.188025
2021-08-03 05:00:00,1.188025,1.188165,1.187255,1.1875
2021-08-03 06:00:00,1.1875,1.18792,1.187115,1.187295
2021-08-03 07:00:00,1.187295,1.18839,1.187265,1.187825
2021-08-03 08:00:00,1.187825,1.188545,1.187385,1.188375
2021-08-03 09:00:00,1.188375,1.18868,1.18788,1.18846
2021-08-03 10:00:00,1.18846,1.189205,1.1881300000000001,1.1887699999999999
2021-08-03 11:00:00,1.1887699999999999,1.1893349999999998,1.188475,1.189255
2021-08-03 12:00:00,1.189255,1.189275,1.188035,1.188585
2021-08-03 13:00:00,1.188585,1.188745,1.18616,1.186915
2021-08-03 14:00:00,1.186915,1.187575,1.185785,1.18587
2021-08-03 15:00:00,1.18587,1.186365,1.1853500000000001,1.18586
2021-08-03 16:00:00,1.18586,1.186885,1.18578,1.186825
2021-08-03 17:00:00,1.186825,1.186975,1.186125,1.1863700000000001
2021-08-03 18:00:00,1.1863700000000001,1.1866050000000001,1.18616,1.18625
2021-08-03 19:00:00,1.18625,1.186765,1.186255,1.186605
2021-08-03 20:00:00,1.186605,1.186645,1.186125,1.18645
2021-08-03 21:00:00,1.18645,1.186645,1.1860650000000001,1.186345
2021-08-03 22:00:00,1.186345,1.186945,1.1862650000000001,1.1869399999999999
2021-08-03 23:00:00,1.1869399999999999,1.18702,1.18674,1.1869399999999999
2021-08-04 00:00:00,1.1869399999999999,1.1869399999999999,1.186065,1.1861899999999999
2021-08-04 01:00:00,1.1861899999999999,1.18715,1.186175,1.1871399999999999
2021-08-04 02:00:00,1.1871399999999999,1.18737,1.18661,1.18735
2021-08-04 03:00:00,1.18735,1.1875499999999999,1.18726,1.18735
2021-08-04 04:00:00,1.18735,1.18742,1.18695,1.187135
2021-08-04 05:00:00,1.187135,1.18757,1.186935,1.1871800000000001
2021-08-04 06:00:00,1.1871800000000001,1.18796,1.186885,1.187875
2021-08-04 07:00:00,1.187875,1.187995,1.18692,1.1876799999999998
2021-08-04 08:00:00,1.1876799999999998,1.187725,1.18419,1.18509
2021-08-04 09:00:00,1.18509,1.185885,1.1848100000000001,1.185885
2021-08-04 10:00:00,1.185885,1.186055,1.18543,1.18563
2021-08-04 11:00:00,1.18563,1.186595,1.18534,1.18635
2021-08-04 12:00:00,1.18635,1.18898,1.18597,1.188905
2021-08-04 13:00:00,1.188905,1.18997,1.188645,1.189265
2021-08-04 14:00:00,1.189265,1.189295,1.18365,1.1843
2021-08-04 15:00:00,1.1843,1.1847599999999998,1.183265,1.184215
2021-08-04 16:00:00,1.184215,1.184275,1.1835149999999999,1.183795
2021-08-04 17:00:00,1.183795,1.18418,1.18354,1.18392
2021-08-04 18:00:00,1.18392,1.18426,1.18356,1.1838899999999999
2021-08-04 19:00:00,1.1838899999999999,1.18412,1.1836250000000001,1.1838000000000002
2021-08-04 20:00:00,1.1838000000000002,1.18397,1.1835149999999999,1.1836799999999998
2021-08-04 21:00:00,1.1836799999999998,1.1837849999999999,1.183365,1.1836600000000002
2021-08-04 22:00:00,1.1836600000000002,1.183935,1.1836099999999998,1.18381
2021-08-04 23:00:00,1.18381,1.183875,1.1836950000000002,1.1837499999999999
2021-08-05 00:00:00,1.1837499999999999,1.183875,1.1831450000000001,1.1832
2021-08-05 01:00:00,1.1832,1.18392,1.183165,1.183505
2021-08-05 02:00:00,1.183505,1.183705,1.18322,1.1836
2021-08-05 03:00:00,1.1836,1.183705,1.1832799999999999,1.1834
2021-08-05 04:00:00,1.1834,1.18372,1.18337,1.1836250000000001
2021-08-05 05:00:00,1.1836250000000001,1.18383,1.1834099999999999,1.18366
2021-08-05 06:00:00,1.18366,1.183975,1.18302,1.18378
2021-08-05 07:00:00,1.18378,1.1849699999999999,1.183605,1.184895
2021-08-05 08:00:00,1.184895,1.184965,1.18297,1.18372
2021-08-05 09:00:00,1.18372,1.1843050000000002,1.1828150000000002,1.1832150000000001
2021-08-05 10:00:00,1.1832150000000001,1.184675,1.1832099999999999,1.1845949999999998
2021-08-05 11:00:00,1.1845949999999998,1.1856900000000001,1.18426,1.185535
2021-08-05 12:00:00,1.185535,1.18573,1.183335,1.183595
